Región,Distrito,Municipio Escolar,Código de la Escuela,Nombre Escuela,Matrícula M1,Matrícula M1 entre 5 y 17 años de edad,M1 entre 5 y 17 años de edad Bajo Nivel Pobreza,Porcentaje de Estudiantes Bajo el Nivel de Pobreza (BNP)
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,823,800,595,74.38%
CAGUAS,GURABO,CAGUAS I,21063,PEPITA GARRIGA,297,286,218,76.22%
CAGUAS,GURABO,CAGUAS I,23150,JARDINES DE CAGUAS,56,32,25,78.13%
CAGUAS,GURABO,CAGUAS I,23499,NEREIDA ALICEA CRUZ,186,181,166,91.71%
CAGUAS,GURABO,CAGUAS I,23523,RAFAEL QUIÑONES VIDAL,491,491,305,62.12%
CAGUAS,GURABO,CAGUAS I,23606,LUIS CARTAGENA NIEVES,294,276,217,78.62%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,579,563,317,56.31%
CAGUAS,GURABO,CAGUAS I,25619,FELIPE RIVERA CENTENO,431,429,308,71.79%
CAGUAS,GURABO,CAGUAS I,25932,PEPITA ARENAS,328,318,222,69.81%
CAGUAS,GURABO,CAGUAS I,26492,ANTONIO DOMINGUEZ NIEVES,280,246,224,91.06%
CAGUAS,GURABO,CAGUAS II,20644,CORNELLO AYALA (ATRAVESADA),109,107,92,85.98%
CAGUAS,GURABO,CAGUAS II,20701,BUNKER,264,252,178,70.63%
CAGUAS,GURABO,CAGUAS II,20719,JOSE MERCADO (ESPECIALIZADA BILINGUE),221,218,117,53.67%
CAGUAS,GURABO,CAGUAS II,20727,CIPRIANO MANRIQUE,222,216,183,84.72%
CAGUAS,GURABO,CAGUAS II,20776,ANTONIO S. PEDREIRA,305,305,257,84.26%
CAGUAS,GURABO,CAGUAS II,20792,JOSE DE DIEGO,158,147,131,89.12%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,370,356,282,79.21%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,445,424,328,77.36%
CAGUAS,GURABO,CAGUAS II,20826,JUAN NAVARRO,202,199,156,78.39%
CAGUAS,GURABO,CAGUAS II,20834,LUIS MUNOZ RIVERA,243,239,187,78.24%
CAGUAS,GURABO,CAGUAS II,20891,LUIS MUNOZ GRILLO,166,155,119,76.77%
CAGUAS,GURABO,CAGUAS II,20909,LUIS RAMOS GONZALEZ,343,343,288,83.97%
CAGUAS,GURABO,CAGUAS II,20941,PAULA MOJICA,242,225,182,80.89%
CAGUAS,GURABO,CAGUAS II,20974,RAMON BRUGUERAS,182,178,128,71.91%
CAGUAS,GURABO,CAGUAS II,20990,ROSA C. BENITEZ,416,397,321,80.86%
CAGUAS,GURABO,CAGUAS II,21014,S. U. MERCEDES PALMA,249,247,190,76.92%
CAGUAS,GURABO,CAGUAS II,21022,S. U. SANDALIO MARCANO,255,251,213,84.86%
CAGUAS,GURABO,CAGUAS II,21030,SALVADOR RODRIGUEZ,142,135,101,74.81%
CAGUAS,GURABO,CAGUAS II,21071,JOHN F. KENNEDY,215,215,180,83.72%
CAGUAS,GURABO,CAGUAS II,23119,HAYDEE CABALLERO,341,336,288,85.71%
CAGUAS,GURABO,CAGUAS II,23135,MYRNA M. FUENTES,290,283,228,80.57%
CAGUAS,GURABO,CAGUAS II,23143,CONCEPCION MENDEZ CANO,359,350,290,82.86%
CAGUAS,GURABO,CAGUAS II,23259,CHARLES E. MINER,189,185,149,80.54%
CAGUAS,GURABO,CAGUAS II,23507,LUIS MUNOZ MARIN,171,167,157,94.01%
CAGUAS,GURABO,CAGUAS II,23515,JUSTINA VAZQUEZ MENDOZA,215,202,163,80.69%
CAGUAS,GURABO,CAGUAS II,23598,GERARDO SELLES SOLA (ESPECIALIZADA),320,320,235,73.44%
CAGUAS,GURABO,CAGUAS II,27078,INES MARIA MENDOZA,355,349,257,73.64%
CAGUAS,GURABO,GURABO,21915,MAXIMINA MENDEZ (CAMPAMENTO),179,173,145,83.82%
CAGUAS,GURABO,GURABO,21923,CELADA CARRETERA,214,206,173,83.98%
CAGUAS,GURABO,GURABO,21949,HATO NUEVO,292,279,178,63.8%
CAGUAS,GURABO,GURABO,21964,DANIEL DIAZ SANTANA (JAGUAS),114,106,85,80.19%
CAGUAS,GURABO,GURABO,22012,MATIA G.GARCIA  C.PRE.VOC.,595,595,452,75.97%
CAGUAS,GURABO,GURABO,22020,S. U. VIDAL SERRANO,327,318,246,77.36%
CAGUAS,GURABO,GURABO,22046,S. U. SANTA RITA,110,107,83,77.57%
CAGUAS,GURABO,GURABO,22053,MARGARITA RIVERA DE JANER,447,421,344,81.71%
CAGUAS,GURABO,GURABO,24612,VILLA MARINA,334,322,225,69.88%
CAGUAS,GURABO,GURABO,26765,S. U. JOSEFINA SITIRICHE,377,369,306,82.93%
CAGUAS,GURABO,GURABO,26773,DRA. CONCHITA CUEVAS,681,657,470,71.54%
HUMACAO,CANOVANAS,CANOVANAS,31054,ANTONIO R. BARCELO,476,474,379,79.96%
HUMACAO,CANOVANAS,CANOVANAS,31070,JOSE CALZADA FERRER,231,223,198,88.79%
HUMACAO,CANOVANAS,CANOVANAS,31112,PEDRO GUTIERREZ,211,186,157,84.41%
HUMACAO,CANOVANAS,CANOVANAS,31138,EUGENIO MARIA DE HOSTOS,276,257,227,88.33%
HUMACAO,CANOVANAS,CANOVANAS,31146,JULIA DE BURGOS,273,259,228,88.03%
HUMACAO,CANOVANAS,CANOVANAS,31187,LAS PARCELAS DE CAMPO RICO,155,144,108,75%
HUMACAO,CANOVANAS,CANOVANAS,31211,MANUEL AGOSTO LEBRON,211,194,156,80.41%
HUMACAO,CANOVANAS,CANOVANAS,31260,DOMINGO NIEVES ORTIZ,259,239,169,70.71%
HUMACAO,CANOVANAS,CANOVANAS,31286,PEDRO ALBIZU CAMPOS,438,423,392,92.67%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,559,543,414,76.24%
HUMACAO,CANOVANAS,CANOVANAS,33563,JUANA RODRIQUEZ MUNDO,269,245,185,75.51%
HUMACAO,CANOVANAS,CANOVANAS,33886,LUIS MUNOZ MARIN,281,267,215,80.52%
HUMACAO,CANOVANAS,CANOVANAS,34207,JOSE SANTOS QUINONEZ,409,405,372,91.85%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,264,248,190,76.61%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,417,416,325,78.13%
HUMACAO,CANOVANAS,CANOVANAS,35923,"FRANCISCO ""PACO"" DAVILA",260,248,168,67.74%
HUMACAO,CANOVANAS,LOIZA,31120,BELEN BLANCO DE ZEQUEIRA,279,279,226,81%
HUMACAO,CANOVANAS,LOIZA,31179,PARCELAS SUAREZ,182,171,155,90.64%
HUMACAO,CANOVANAS,LOIZA,31195,CARLOS ESCOBAR LOPEZ,218,208,178,85.58%
HUMACAO,CANOVANAS,LOIZA,31245,MEDIANIA ALTA ELEMENTAL,630,591,522,88.32%
HUMACAO,CANOVANAS,LOIZA,31252,JOBOS,214,207,170,82.13%
HUMACAO,CANOVANAS,LOIZA,31278,EMILIANO FIGUEROA TORRES,129,104,101,97.12%
HUMACAO,CANOVANAS,LOIZA,33118,PARCELAS VIEQUES,146,125,101,80.8%
HUMACAO,CANOVANAS,LOIZA,34272,GUILLERMINA ROSADO DE AYALA,507,488,392,80.33%
HUMACAO,CANOVANAS,LOIZA,34793,CELSO GONZALEZ VAILLANT,446,427,377,88.29%
HUMACAO,CANOVANAS,LOIZA,36046,INTERMEDIA NUEVA BO. MEDIANIA,471,471,407,86.41%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,461,447,353,78.97%
HUMACAO,CANOVANAS,LUQUILLO,31302,RAFAEL N. COCA,297,296,259,87.5%
HUMACAO,CANOVANAS,LUQUILLO,31310,PABLO SUAREZ ORTIZ,151,140,122,87.14%
HUMACAO,CANOVANAS,LUQUILLO,31336,CAROLINA G. DE VEVE,90,84,75,89.29%
HUMACAO,CANOVANAS,LUQUILLO,31344,MATA DE PLATANO,124,114,84,73.68%
HUMACAO,CANOVANAS,LUQUILLO,31351,PITAHAYA,126,121,106,87.6%
HUMACAO,CANOVANAS,LUQUILLO,31369,ROSENDO MATIENZO CINTRON,143,136,128,94.12%
HUMACAO,CANOVANAS,LUQUILLO,31393,S. U ALEJANDRINA RIOS  (S.U. SABANA),404,395,323,81.77%
HUMACAO,CANOVANAS,LUQUILLO,33936,CAMILO VALLES MATIENZO,451,433,303,69.98%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,658,621,429,69.08%
HUMACAO,CANOVANAS,RIO GRANDE,32060,VICENTE ESCOBAR,139,133,118,88.72%
HUMACAO,CANOVANAS,RIO GRANDE,32078,CAROLA,150,140,121,86.43%
HUMACAO,CANOVANAS,RIO GRANDE,32128,ROSA BERNARD,330,307,256,83.39%
HUMACAO,CANOVANAS,RIO GRANDE,32201,JULIO MILLAN CEPEDA,175,163,127,77.91%
HUMACAO,CANOVANAS,RIO GRANDE,32227,INTERMEDIA URBANA(MAN. PIMENTAL),532,532,402,75.56%
HUMACAO,CANOVANAS,RIO GRANDE,32243,RAFAEL DE JESUS,282,261,223,85.44%
HUMACAO,CANOVANAS,RIO GRANDE,32250,INTERMEDIA CASIANO CEPEDA,309,309,273,88.35%
HUMACAO,CANOVANAS,RIO GRANDE,32268,RAFAEL REXACH DUENO,372,354,225,63.56%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,721,713,499,69.99%
HUMACAO,CANOVANAS,RIO GRANDE,33332,LA PONDEROSA,159,149,121,81.21%
HUMACAO,CANOVANAS,RIO GRANDE,33647,ANTERA ROSADO FUENTES,598,577,390,67.59%
HUMACAO,CANOVANAS,RIO GRANDE,34249,LOLA MILLAN,214,214,185,86.45%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,287,282,236,83.69%
HUMACAO,CANOVANAS,RIO GRANDE,34314,EDMUNDO DEL VALLE,399,377,304,80.64%
HUMACAO,CANOVANAS,RIO GRANDE,35535,ELEMENTAL  RIO GRANDE ESTATES,488,467,386,82.66%
HUMACAO,CANOVANAS,RIO GRANDE,35543,PRE VOCACIONAL CASIANO CEPEDA,83,65,57,87.69%
HUMACAO,CANOVANAS,RIO GRANDE,35964,NUEVA INTERMEDIA BO. PALMER,469,469,328,69.94%
HUMACAO,FAJARDO,CEIBA,30031,PARCELAS AGUAS CLARAS,226,219,178,81.28%
HUMACAO,FAJARDO,CEIBA,30056,RIO ABAJO,100,95,65,68.42%
HUMACAO,FAJARDO,CEIBA,30098,SANTIAGO IGLESIAS PANTIN,301,282,208,73.76%
HUMACAO,FAJARDO,CEIBA,34462,INTERMEDIA  NUEVA,404,403,325,80.65%
HUMACAO,FAJARDO,CEIBA,35907,ELEMENTAL URBANA NUEVA,484,472,379,80.3%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,207,203,82,40.39%
HUMACAO,FAJARDO,FAJARDO,30148,ANTONIO VALERO BERNABE,632,630,501,79.52%
HUMACAO,FAJARDO,FAJARDO,30163,ELEMENTAL  DR SANTIAGO VEVE CALZADA,138,129,115,89.15%
HUMACAO,FAJARDO,FAJARDO,30189,INES ENCARNACION,217,211,178,84.36%
HUMACAO,FAJARDO,FAJARDO,30197,GABINO SOTO,196,187,145,77.54%
HUMACAO,FAJARDO,FAJARDO,30213,DR. JOSE RAMOS LEBRON,132,117,81,69.23%
HUMACAO,FAJARDO,FAJARDO,30221,MARIA I. DONES,147,137,110,80.29%
HUMACAO,FAJARDO,FAJARDO,30239,RAMON QUINONEZ PACHECO,270,258,205,79.46%
HUMACAO,FAJARDO,FAJARDO,30247,SUPERIOR DR. SANTIAGO VEVE CALZADA,562,523,366,69.98%
HUMACAO,FAJARDO,FAJARDO,30254,PEDRO ROSARIO NIEVES,221,210,191,90.95%
HUMACAO,FAJARDO,FAJARDO,33274,BERTA ZALDUONDO,609,577,418,72.44%
HUMACAO,FAJARDO,FAJARDO,34348,JOSEFINA FERRERO,462,461,320,69.41%
HUMACAO,FAJARDO,FAJARDO,34769,ROSA PASCUAL PARIS,279,267,168,62.92%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,902,865,556,64.28%
HUMACAO,FAJARDO,NAGUABO,31583,LUTGARDA RIVERA (FLORIDA),127,100,79,79%
HUMACAO,FAJARDO,NAGUABO,31591,DESIDERIO MENDEZ RODRIGUEZ (MAIZALES),162,149,119,79.87%
HUMACAO,FAJARDO,NAGUABO,31609,QUEBRADA GRANDE,239,226,151,66.81%
HUMACAO,FAJARDO,NAGUABO,31617,EUGENIO BRAC,449,423,364,86.05%
HUMACAO,FAJARDO,NAGUABO,31682,LYDIA LOPEZ (PENA POBRE PARCELAS),122,115,92,80%
HUMACAO,FAJARDO,NAGUABO,31740,ANTONIO RIOS  (S. U. RIO BLANCO),287,281,223,79.36%
HUMACAO,FAJARDO,NAGUABO,31765,JOSE R. AGOSTO,250,219,175,79.91%
HUMACAO,FAJARDO,NAGUABO,33225,FIDELINA MELENDEZ,285,285,250,87.72%
HUMACAO,FAJARDO,NAGUABO,35014,S. U. SILVERIO GARCIA,437,428,275,64.25%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,387,373,280,75.07%
HUMACAO,FAJARDO,NAGUABO,36350,FERMIN DELGADO DIAZ  (S.U. BO. PEÑA POBRE),352,330,278,84.24%
HUMACAO,FAJARDO,VIEQUES,32300,JUANITA RIVERA ALBERT,54,21,20,95.24%
HUMACAO,FAJARDO,VIEQUES,32318,FRANKLIN D. ROOSEVELT,66,66,44,66.67%
HUMACAO,FAJARDO,VIEQUES,32359,MONTE SANTO,84,84,34,40.48%
HUMACAO,FAJARDO,VIEQUES,32367,PLAYA GRANDE,198,180,163,90.56%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,256,239,158,66.11%
HUMACAO,FAJARDO,VIEQUES,35295,INTERMEDIA  20 DE SEPTIEMBRE DE 1988,300,300,229,76.33%
HUMACAO,FAJARDO,VIEQUES,35840,MARIA M. SIMMONS,335,307,240,78.18%
HUMACAO,LAS PIEDRAS,HUMACAO,30270,ANA ROQUE DE DUPREY,477,467,316,67.67%
HUMACAO,LAS PIEDRAS,HUMACAO,30288,ANTONIA SAEZ,267,252,223,88.49%
HUMACAO,LAS PIEDRAS,HUMACAO,30304,CANDIDO BERRIOS,329,314,231,73.57%
HUMACAO,LAS PIEDRAS,HUMACAO,30320,ANTONIO A. ROIG,106,100,83,83%
HUMACAO,LAS PIEDRAS,HUMACAO,30338,PEPITA LOPEZ,147,143,111,77.62%
HUMACAO,LAS PIEDRAS,HUMACAO,30346,DR. VICTOR RINCON,199,185,155,83.78%
HUMACAO,LAS PIEDRAS,HUMACAO,30429,BRAULIO AYALA  (MAMBICHE BLANCO),158,154,125,81.17%
HUMACAO,LAS PIEDRAS,HUMACAO,30460,JUAN DE DIOS LOPEZ INTERMEDIA,125,125,86,68.8%
HUMACAO,LAS PIEDRAS,HUMACAO,30502,CARMEN PILAR SANTOS,221,208,178,85.58%
HUMACAO,LAS PIEDRAS,HUMACAO,30551,S. U. LUCIANO RIOS,276,261,197,75.48%
HUMACAO,LAS PIEDRAS,HUMACAO,30569,S. U. CRUZ ORTIZ STELLA,249,242,180,74.38%
HUMACAO,LAS PIEDRAS,HUMACAO,30577,S. U. JOSE TORO RIOS,217,208,168,80.77%
HUMACAO,LAS PIEDRAS,HUMACAO,30585,FRANCISCO ISERN GIMENEZ,205,194,166,85.57%
HUMACAO,LAS PIEDRAS,HUMACAO,30601,ADRIAN MEDINA,162,154,99,64.29%
HUMACAO,LAS PIEDRAS,HUMACAO,33308,RUFINO VIGO,298,291,259,89%
HUMACAO,LAS PIEDRAS,HUMACAO,33316,S. U. ROSA M ROSARIO DE LEON,136,133,121,90.98%
HUMACAO,LAS PIEDRAS,HUMACAO,33662,CARLOS RIVERA UFRET,492,487,406,83.37%
HUMACAO,LAS PIEDRAS,HUMACAO,33704,JUAN PONCE DE LEON ,388,387,170,43.93%
HUMACAO,LAS PIEDRAS,HUMACAO,34199,S. U. AGAPITO LOPEZ FLORES,460,448,293,65.4%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,550,539,326,60.48%
HUMACAO,LAS PIEDRAS,HUMACAO,35071,LUZ A CRUZ DE SANTANA,367,353,208,58.92%
HUMACAO,LAS PIEDRAS,HUMACAO,35360,LIDIA FIOL SCARANO,296,290,176,60.69%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,676,629,421,66.93%
HUMACAO,LAS PIEDRAS,HUMACAO,35626,AVELINO PEÑA REYES,54,37,30,81.08%
HUMACAO,LAS PIEDRAS,HUMACAO,35774,ANTONIO ROSA GUZMAN (BO. MARIANA),196,189,107,56.61%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),365,363,96,26.45%
HUMACAO,LAS PIEDRAS,JUNCOS,30619,AGUSTIN DUENO,132,124,102,82.26%
HUMACAO,LAS PIEDRAS,JUNCOS,30643,PEDRO BOSH SALGAS,288,277,182,65.7%
HUMACAO,LAS PIEDRAS,JUNCOS,30650,LAURA NAVARRO,143,137,116,84.67%
HUMACAO,LAS PIEDRAS,JUNCOS,30684,FULGENCIO PINERO RODRIGUEZ I,306,287,268,93.38%
HUMACAO,LAS PIEDRAS,JUNCOS,30734,JUANA SANCHEZ,209,199,173,86.93%
HUMACAO,LAS PIEDRAS,JUNCOS,30742,S. U. CLARA M. ARAMBURU,536,530,411,77.55%
HUMACAO,LAS PIEDRAS,JUNCOS,30759,S. U. PEDRO RIVERA MOLINA,737,721,515,71.43%
HUMACAO,LAS PIEDRAS,JUNCOS,30791,CARMEN ARZUAGA DE RIVERA,332,320,261,81.56%
HUMACAO,LAS PIEDRAS,JUNCOS,32979,ALFONSO DIAZ LEBRON,360,359,237,66.02%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,402,373,302,80.97%
HUMACAO,LAS PIEDRAS,JUNCOS,34777,JOSE A. LOPEZ CASTRO,388,388,318,81.96%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,584,564,360,63.83%
HUMACAO,LAS PIEDRAS,JUNCOS,34918,CAMILO VALLES MATIENZO,212,212,198,93.4%
HUMACAO,LAS PIEDRAS,JUNCOS,36327,ROBERTO SILVA MORALES,376,363,236,65.01%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30478,MANUEL SURILLO,266,261,160,61.3%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30825,FRANCISCO TORRES,227,219,160,73.06%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30841,CARMEN BENITEZ,422,400,317,79.25%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30874,JOSE DE DIEGO,205,196,153,78.06%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30916,LA FERMINA,355,341,265,77.71%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30924,LUIS MUNOZ RIVERA,230,217,115,53%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30932,MATIAS RIVERA,334,325,253,77.85%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,30973,RAMON POWER Y GIRALT,754,671,451,67.21%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,31013,BENITO MEDINA,184,168,126,75%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,34355,SANTIAGO TORRES,432,432,345,79.86%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35493,LEONCIO MELENDEZ,564,563,416,73.89%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,471,450,285,63.33%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35790,ELEMENTAL JOSE D. ZAYAS,129,123,106,86.18%
HUMACAO,YABUCOA,MAUNABO,31419,MATUYAS BAJOS,121,110,70,63.64%
HUMACAO,YABUCOA,MAUNABO,31427,S. U. HIGINIO FIGUEROA VILLEGAS,432,422,306,72.51%
HUMACAO,YABUCOA,MAUNABO,31435,CALZADA,173,168,128,76.19%
HUMACAO,YABUCOA,MAUNABO,31534,S. U. MANUEL ORTIZ SUYA,151,145,133,91.72%
HUMACAO,YABUCOA,MAUNABO,31542,SUPERIOR ALFONSO CASTA MARTINEZ,260,253,192,75.89%
HUMACAO,YABUCOA,MAUNABO,35089,ELEMENTAL  URBANA,204,195,165,84.62%
HUMACAO,YABUCOA,MAUNABO,35899,WILFREDO LAFUENTE ORTIZ,240,234,179,76.5%
HUMACAO,YABUCOA,PATILLAS,25031,JOSEFINA MUÑOZ DE BERNIER,391,391,278,71.1%
HUMACAO,YABUCOA,PATILLAS,25049,CECILIO LEBRON RAMOS,372,358,303,84.64%
HUMACAO,YABUCOA,PATILLAS,25098,CIRILO SANTIAGO PLAUD,139,134,110,82.09%
HUMACAO,YABUCOA,PATILLAS,25148,MARIN ABAJO,113,105,82,78.1%
HUMACAO,YABUCOA,PATILLAS,25155,ANDREA LEBRON RAMOS (ESPECIALIZADA BILINGUE),167,162,91,56.17%
HUMACAO,YABUCOA,PATILLAS,25189,TOMAS VERA AYALA,80,74,66,89.19%
HUMACAO,YABUCOA,PATILLAS,25197,GUILLERMO RIEFKHOL,137,128,106,82.81%
HUMACAO,YABUCOA,PATILLAS,25205,MARIA MILAGROS ORTIZ (ESPECIALIZADA BILINGUE),147,140,70,50%
HUMACAO,YABUCOA,PATILLAS,25221,QUEBRADA ARRIBA 2,90,87,68,78.16%
HUMACAO,YABUCOA,PATILLAS,25239,S. U. JOAQUIN PARRILLAS,288,280,229,81.79%
HUMACAO,YABUCOA,PATILLAS,25247,S. U. MANUEL MENDIA MORET,188,186,145,77.96%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,521,496,352,70.97%
HUMACAO,YABUCOA,SAN LORENZO,22301,EUGENIO MARIA DE HOSTOS,155,145,120,82.76%
HUMACAO,YABUCOA,SAN LORENZO,22319,EL PARQUE,211,191,99,51.83%
HUMACAO,YABUCOA,SAN LORENZO,22327,LUIS MUÑOZ RIVERA,459,438,295,67.35%
HUMACAO,YABUCOA,SAN LORENZO,22343,ESPINO KM. 12,172,171,136,79.53%
HUMACAO,YABUCOA,SAN LORENZO,22434,GERARDO SELLES SOLA,214,205,139,67.8%
HUMACAO,YABUCOA,SAN LORENZO,22459,S. U. JAGUAL ADENTRO,316,310,261,84.19%
HUMACAO,YABUCOA,SAN LORENZO,22467,JAGUAL KM. 7,112,107,83,77.57%
HUMACAO,YABUCOA,SAN LORENZO,22491,CARMELO FIGUEROA,126,104,87,83.65%
HUMACAO,YABUCOA,SAN LORENZO,22533,QUEMADOS,147,139,121,87.05%
HUMACAO,YABUCOA,SAN LORENZO,22566,S. U. CARLOS ZAYAS,400,392,297,75.77%
HUMACAO,YABUCOA,SAN LORENZO,22574,S. U. QUEBRADA HONDA,220,216,149,68.98%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,544,524,387,73.85%
HUMACAO,YABUCOA,SAN LORENZO,23309,GENEROSO MORALES MUNOZ,498,498,372,74.7%
HUMACAO,YABUCOA,SAN LORENZO,23317,JULIA VAZQUEZ TORRES (HATO PARCELAS),108,101,83,82.18%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,198,194,167,86.08%
HUMACAO,YABUCOA,SAN LORENZO,27607,DRA MARIA T DELGADO DE MARCANO,647,618,392,63.43%
HUMACAO,YABUCOA,SAN LORENZO,28522,ANTONIO FERNOS ISERN,585,578,301,52.08%
HUMACAO,YABUCOA,SAN LORENZO,35972,JORGE ROSARIO DEL VALLE,225,214,148,69.16%
HUMACAO,YABUCOA,YABUCOA,32433,S. U. ASUNCION LUGO,266,259,205,79.15%
HUMACAO,YABUCOA,YABUCOA,32441,FRANCISCO SUSTACHE,90,84,66,78.57%
HUMACAO,YABUCOA,YABUCOA,32458,S. U. ROGELIO ROSADO (S.U. PLAYITA),304,299,222,74.25%
HUMACAO,YABUCOA,YABUCOA,32466,ROSA SANCHEZ VARGAS,114,111,92,82.88%
HUMACAO,YABUCOA,YABUCOA,32482,DOROTEO PEÑA MORA,93,90,75,83.33%
HUMACAO,YABUCOA,YABUCOA,32524,MARTA SANCHEZ (GUAYABO),141,120,95,79.17%
HUMACAO,YABUCOA,YABUCOA,32532,ROSA COSTA VALDIVESO,299,298,242,81.21%
HUMACAO,YABUCOA,YABUCOA,32540,S. U. MANUEL ORTIZ,226,220,171,77.73%
HUMACAO,YABUCOA,YABUCOA,32573,JOSE F. CINTRON Y ANEXO,148,141,116,82.27%
HUMACAO,YABUCOA,YABUCOA,32615,FEDERICO MATHEW BAEZ (TRINIDAD),101,79,73,92.41%
HUMACAO,YABUCOA,YABUCOA,32672,CATALINA MORALES,58,55,39,70.91%
HUMACAO,YABUCOA,YABUCOA,32680,S. U. ANDRES SANDIN MARTINEZ,525,516,404,78.29%
HUMACAO,YABUCOA,YABUCOA,32698,S. U. ANDRES SOTO QUIÑONES,328,324,238,73.46%
HUMACAO,YABUCOA,YABUCOA,32706,S. U. MARCOS SANCHEZ,179,179,146,81.56%
HUMACAO,YABUCOA,YABUCOA,32714,CRISTOBAL DEL CAMPO,281,260,196,75.38%
HUMACAO,YABUCOA,YABUCOA,32748,S. U. JESUS SANABRIA CRUZ,335,310,220,70.97%
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,423,409,321,78.48%
HUMACAO,YABUCOA,YABUCOA,32763,JAIME C. RODRIGUEZ,129,126,111,88.1%
HUMACAO,YABUCOA,YABUCOA,32771,JUAN B. B HUYKE,348,329,231,70.21%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,243,240,186,77.5%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,485,479,329,68.68%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,377,376,259,68.88%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,743,719,464,64.53%
MAYAGUEZ,AGUADILLA,AGUADA,40030,S. U. JUAN B. SOTO,200,175,150,85.71%
MAYAGUEZ,AGUADILLA,AGUADA,40055,GREGORIO RODRIGUEZ ORAMA,180,169,142,84.02%
MAYAGUEZ,AGUADILLA,AGUADA,40063,MANUEL MORALES FELICIANO (ESPECIALIZADA BILINGUE),356,341,263,77.13%
MAYAGUEZ,AGUADILLA,AGUADA,40071,R.P. PABLO GUTIERREZ FLORES,151,146,91,62.33%
MAYAGUEZ,AGUADILLA,AGUADA,40105,EUGENIO GONZALEZ GONZALEZ,121,119,91,76.47%
MAYAGUEZ,AGUADILLA,AGUADA,40113,ANTONIO SANCHEZ RUIZ,117,91,66,72.53%
MAYAGUEZ,AGUADILLA,AGUADA,40121,JOSE GONZALES RUIZ,164,147,116,78.91%
MAYAGUEZ,AGUADILLA,AGUADA,40139,ANSELMO VILLARUBIA,323,308,203,65.91%
MAYAGUEZ,AGUADILLA,AGUADA,40147,AQUILINO CABAN,364,326,272,83.44%
MAYAGUEZ,AGUADILLA,AGUADA,40170,MARIA L. JIMENEZ LOPEZ (ESPECIALIZADA BILINGUE),251,192,148,77.08%
MAYAGUEZ,AGUADILLA,AGUADA,40204,JUAN L. SANTIAGO,320,288,230,79.86%
